topLevelReelUrl,shareable_url,text,time,playCountRounded,play_count_reduced,track_title,inputUrl,processed_at
https://facebook.com/reel/926261663814230/,https://www.facebook.com/reel/926261663814230,,2026-06-22T06:02:35.000Z,7200,7.2K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/871332749344250/,https://www.facebook.com/reel/871332749344250,,2026-06-21T10:35:11.000Z,2800,2.8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1338648984906436/,https://www.facebook.com/reel/1338648984906436,,2026-06-20T14:33:22.000Z,5000,5K,,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/27718289207802243/,https://www.facebook.com/reel/27718289207802243,,2026-06-18T08:28:12.000Z,8500,8.5K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1660123288606024/,https://www.facebook.com/reel/1660123288606024,,2026-06-18T06:48:02.000Z,5700,5.7K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1375612207720903/,https://www.facebook.com/reel/1375612207720903,,2026-06-17T09:51:39.000Z,5500,5.5K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/2104313080500038/,https://www.facebook.com/reel/2104313080500038,,2026-06-14T15:05:18.000Z,12000,12K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/987202637644397/,https://www.facebook.com/reel/987202637644397,,2026-06-14T09:35:33.000Z,7500,7.5K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1664771507907564/,https://www.facebook.com/reel/1664771507907564,,2026-06-11T11:47:54.000Z,10000,10K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/984298050848966/,https://www.facebook.com/reel/984298050848966,,2026-06-09T16:02:06.000Z,7200,7.2K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1044780471398285/,https://www.facebook.com/reel/1044780471398285,,2026-06-08T06:29:15.000Z,3800,3.8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1026862416345815/,https://www.facebook.com/reel/1026862416345815,,2026-06-07T03:18:56.000Z,5400,5.4K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1696820421449830/,https://www.facebook.com/reel/1696820421449830,,2026-06-01T15:55:55.000Z,4400,4.4K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1036368328905031/,https://www.facebook.com/reel/1036368328905031,,2026-05-29T16:17:36.000Z,6700,6.7K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/977446628223648/,https://www.facebook.com/reel/977446628223648,,2026-05-28T05:20:13.000Z,4900,4.9K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/2403517256740454/,https://www.facebook.com/reel/2403517256740454,,2026-05-24T10:40:56.000Z,9900,9.9K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1826639288722059/,https://www.facebook.com/reel/1826639288722059,,2026-05-23T11:26:19.000Z,17000,17K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1489228563215403/,https://www.facebook.com/reel/1489228563215403,,2026-05-21T12:34:50.000Z,7700,7.7K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1164739329116721/,https://www.facebook.com/reel/1164739329116721,,2026-05-19T15:17:43.000Z,11000,11K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/4543578059205802/,https://www.facebook.com/reel/4543578059205802,,2026-05-18T11:58:44.000Z,10000,10K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1277605654526795/,https://www.facebook.com/reel/1277605654526795,,2026-05-15T13:30:40.000Z,13000,13K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1295328515508836/,https://www.facebook.com/reel/1295328515508836,,2026-05-15T09:47:33.000Z,13000,13K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1681388099977474/,https://www.facebook.com/reel/1681388099977474,,2026-05-15T09:42:14.000Z,12000,12K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1519671119821879/,https://www.facebook.com/reel/1519671119821879,,2026-05-13T08:09:18.000Z,8700,8.7K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/2396904104127890/,https://www.facebook.com/reel/2396904104127890,,2026-05-13T05:03:11.000Z,17000,17K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1339305368114902/,https://www.facebook.com/reel/1339305368114902,,2026-05-09T14:35:30.000Z,10000,10K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/964317346354528/,https://www.facebook.com/reel/964317346354528,,2026-05-09T10:52:58.000Z,11000,11K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/954146513927760/,https://www.facebook.com/reel/954146513927760,,2026-05-07T05:34:16.000Z,7500,7.5K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1285942467024198/,https://www.facebook.com/reel/1285942467024198,,2026-05-06T13:19:11.000Z,7800,7.8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/2424148744741071/,https://www.facebook.com/reel/2424148744741071,,2026-05-04T07:28:43.000Z,7800,7.8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1945315426092785/,https://www.facebook.com/reel/1945315426092785,,2026-05-01T12:33:47.000Z,8800,8.8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/2270173056848985/,https://www.facebook.com/reel/2270173056848985,,2026-04-30T16:46:14.000Z,8900,8.9K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1204122281645881/,https://www.facebook.com/reel/1204122281645881,,2026-04-26T12:02:05.000Z,10000,10K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/27537905389130556/,https://www.facebook.com/reel/27537905389130556,,2026-04-25T04:12:20.000Z,15000,15K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/2711617979204793/,https://www.facebook.com/reel/2711617979204793,,2026-04-24T04:00:46.000Z,9700,9.7K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/979809174580251/,https://www.facebook.com/reel/979809174580251,,2026-04-21T16:25:04.000Z,21000,21K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/992891846504275/,https://www.facebook.com/reel/992891846504275,,2026-04-20T15:29:33.000Z,13000,13K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1660849748264349/,https://www.facebook.com/reel/1660849748264349,,2026-04-18T08:49:27.000Z,10000,10K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1496150798541493/,https://www.facebook.com/reel/1496150798541493,,2026-04-17T06:00:01.000Z,9700,9.7K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1480649326901472/,https://www.facebook.com/reel/1480649326901472,,2026-04-11T04:30:05.000Z,31000,31K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1457950255740067/,https://www.facebook.com/reel/1457950255740067,,2026-04-08T06:25:55.000Z,11000,11K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1609953210269927/,https://www.facebook.com/reel/1609953210269927,,2026-04-07T09:06:10.000Z,43000,43K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1312533660757031/,https://www.facebook.com/reel/1312533660757031,,2026-04-06T12:52:13.000Z,13000,13K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1216673853824052/,https://www.facebook.com/reel/1216673853824052,,2026-04-04T03:52:32.000Z,24000,24K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1472593864530541/,https://www.facebook.com/reel/1472593864530541,,2026-04-01T11:58:25.000Z,9200,9.2K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1954061045986860/,https://www.facebook.com/reel/1954061045986860,,2026-03-30T11:54:24.000Z,10000,10K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1525060452375834/,https://www.facebook.com/reel/1525060452375834,,2026-03-30T06:19:54.000Z,9500,9.5K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1482467416595647/,https://www.facebook.com/reel/1482467416595647,,2026-03-28T17:40:40.000Z,7800,7.8K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
https://facebook.com/reel/1488740266144962/,https://www.facebook.com/reel/1488740266144962,,2026-03-28T11:38:51.000Z,5700,5.7K,Barbeque Nation · Original audio,https://www.facebook.com/BarbequeNation/reels/,30-07-2026 07:08
