title,channelName,viewCount,likes,date,duration,type,url,commentsCount
"Barbeque Nation - Rajajinagar, Bangalore",Barbeque Nation,11424,23,2016-01-04T07:44:38.000Z,0:00:17,video,https://www.youtube.com/watch?v=_Rp-iqUPV-k,2
Raipur Barbeque Nation,Barbeque Nation,6985,10,2015-04-15T07:08:12.000Z,0:00:17,video,https://www.youtube.com/watch?v=pw7bJlx8CwY,0
Spice up your palate at Barbeque Nation,Barbeque Nation,131,1,2019-10-11T11:58:38.000Z,0:00:13,video,https://www.youtube.com/watch?v=LI0Rp3kuqv0,0
Whats your Pick ?,Barbeque Nation,41,2,2019-10-23T10:44:19.000Z,0:00:08,video,https://www.youtube.com/watch?v=FeJ5Uq0CUFM,1
Barbeque Nation Kitchen Carnival Express,Barbeque Nation,10648,47,2013-08-06T08:32:09.000Z,0:01:37,video,https://www.youtube.com/watch?v=oO_XLZN11GE,1
"Barbeque Nation at Fun mall, Coimbatore",Barbeque Nation,2226,23,2019-10-09T13:12:21.000Z,0:01:10,video,https://www.youtube.com/watch?v=ignFhZLtIfk,3
Barsha Rani Bishaya @ Barbeque Nation Guwahati,Barbeque Nation,2439,14,2014-03-12T06:12:27.000Z,0:00:52,video,https://www.youtube.com/watch?v=7n85cpgRCGo,0
Juicy Gulab Jamun and Crispy Jalebi,Barbeque Nation,559,8,2019-10-23T10:51:40.000Z,0:00:08,video,https://www.youtube.com/watch?v=FW81__4kRrk,0
Barbeque Nation Feisty Prawns,Barbeque Nation,1850,9,2019-09-30T06:53:16.000Z,0:00:13,video,https://www.youtube.com/watch?v=0ENdbCvNFng,0
Barbeque Nation now open at Panipat,Barbeque Nation,415,7,2019-09-13T13:37:40.000Z,0:00:25,video,https://www.youtube.com/watch?v=5rBXqU4ZNBk,1
Barbeque Nation coming soon at Kondapur,Barbeque Nation,131,2,2019-09-13T13:30:26.000Z,0:00:24,video,https://www.youtube.com/watch?v=gJSqq3xbGdc,0
Barbeque Nation coming soon in Coimbatore,Barbeque Nation,201,4,2019-09-17T10:02:25.000Z,0:00:24,video,https://www.youtube.com/watch?v=vJtEEUUx4Oc,0
Usha Uthup X Barbeque Nation_ One Two Cha Cha,Barbeque Nation,1171,19,2019-12-19T17:48:25.000Z,0:00:27,video,https://www.youtube.com/watch?v=FQ2mztASKb0,0
New Dessert Launch: Balushahi,Barbeque Nation,514,6,2024-12-28T07:28:56.000Z,0:00:09,shorts,https://www.youtube.com/shorts/IOfbtwA5iDM,1
Jhoom BBQ Jhoom Kebabi,Barbeque Nation,184566,0,2019-12-20T05:53:50.000Z,0:02:12,video,https://www.youtube.com/watch?v=0VX-8Zp9v08,16
Barbeque Nation X JBJ _ Nache Nache,Barbeque Nation,628,7,2019-12-23T08:20:05.000Z,0:00:23,video,https://www.youtube.com/watch?v=DiUouVtRcT0,0
Barbeque Nation X Usha Uthup _Jhoom BBQ Jhoom,Barbeque Nation,1862,18,2019-12-29T03:26:43.000Z,0:00:13,video,https://www.youtube.com/watch?v=6VXwKEYyAyA,0
100 Dishes at Barbeque Nation,Barbeque Nation,2319,5,2019-07-17T12:47:21.000Z,0:00:23,video,https://www.youtube.com/watch?v=6VGXoBkb5rw,0
New Desserts Launch: Baked Mahi,Barbeque Nation,2708,36,2024-12-28T07:34:14.000Z,0:00:11,shorts,https://www.youtube.com/shorts/NddUu5f_K50,4
BBQ Nation X Jhoom BBQ Jhoom New Year Celebrations,Barbeque Nation,502,14,2019-12-27T04:25:55.000Z,0:00:20,video,https://www.youtube.com/watch?v=icPYWdu3zwU,0
Barbeque Nation Year End Wrapped,Barbeque Nation,449,4,2024-12-28T07:20:55.000Z,0:01:00,shorts,https://www.youtube.com/shorts/xcsynOMCh-0,0
Special message from us!,Barbeque Nation,262,1,2024-12-24T18:14:11.000Z,0:00:08,shorts,https://www.youtube.com/shorts/hL2iMjO04Q8,0
New Desserts Launch: Fried Icecream,Barbeque Nation,874,7,2024-12-28T07:31:45.000Z,0:00:09,shorts,https://www.youtube.com/shorts/PW0XirJUakY,1
Something New Coming Up!,Barbeque Nation,784,16,2024-12-24T18:07:02.000Z,0:00:17,shorts,https://www.youtube.com/shorts/RRLV_OjkVdk,1
Weekend Calling,Barbeque Nation,1262,9,2024-11-20T15:18:46.000Z,0:00:08,shorts,https://www.youtube.com/shorts/MJF8wm6nS7s,0
Cake Mixing @barbequenation,Barbeque Nation,951,9,2024-12-24T18:09:31.000Z,0:00:18,shorts,https://www.youtube.com/shorts/WeJ5v4qwK8Y,0
Diwali Feast with Barbeque Nation,Barbeque Nation,434,6,2024-10-31T02:58:33.000Z,0:00:15,shorts,https://www.youtube.com/shorts/2ugbA2gJqoY,0
Royal Rajasthani Rasoi - Menu Reveal,Barbeque Nation,978,20,2024-10-17T20:10:51.000Z,0:00:29,shorts,https://www.youtube.com/shorts/4RhucWVbkP0,0
Menu Reveal - Chettinad Food Festival,Barbeque Nation,748,17,2024-09-15T05:59:45.000Z,0:00:29,shorts,https://www.youtube.com/shorts/ad-xGcHeJNU,0
Get a taste of Bengal in your city!,Barbeque Nation,276,2,2024-11-20T15:24:50.000Z,0:00:15,shorts,https://www.youtube.com/shorts/RGOviaErbuc,0
Corporate Lunches @barbequenation,Barbeque Nation,700,6,2024-10-03T15:19:28.000Z,0:00:05,shorts,https://www.youtube.com/shorts/7qseCyeKgjI,0
Mango Tango Fest,Barbeque Nation,763,11,2024-06-25T12:12:50.000Z,0:00:29,shorts,https://www.youtube.com/shorts/anUoqWUCT0c,0
Gang of Grills Challenge,Barbeque Nation,816,10,2024-08-12T19:00:56.000Z,0:00:27,shorts,https://www.youtube.com/shorts/tlZe0Ke18k8,0
Festivities & Food with Barbeque Nation,Barbeque Nation,892,8,2024-12-24T18:12:16.000Z,0:00:13,shorts,https://www.youtube.com/shorts/yOgMyLlIr-A,0
Celebrating The Spirit Of India,Barbeque Nation,2320,33,2024-08-15T06:35:31.000Z,0:00:13,shorts,https://www.youtube.com/shorts/4oVyxcU1OII,0
Senior Legends Offer,Barbeque Nation,808,14,2024-09-04T19:57:32.000Z,0:00:11,shorts,https://www.youtube.com/shorts/BFehU5NbF54,0
A mother’s love story with food. Watch till the end. #BarbequeNation #HappyMothersDay,Barbeque Nation,395,5,2026-05-06T13:41:56.000Z,0:01:10,shorts,https://www.youtube.com/shorts/uQb_Apxy3H4,0
GANG OF GRILLS Friendships day Challenge,Barbeque Nation,935,11,2024-08-03T21:19:55.000Z,0:00:33,shorts,https://www.youtube.com/shorts/lNrw8hB3tDc,0
Chettinad Food Festival,Barbeque Nation,959,16,2024-09-12T13:41:53.000Z,0:00:37,shorts,https://www.youtube.com/shorts/PBT51nU1mw8,0
The Konkan Spice Table | Chef Shraddha Palande #konkan #barbequenation #pune #food #gharkakhana,Barbeque Nation,1608,11,2026-04-24T05:30:16.000Z,0:00:35,shorts,https://www.youtube.com/shorts/dKFjf1z-3WM,0
May is about to taste different🔥 #barbequenation #chandigarh #bengaluru,Barbeque Nation,1018,0,2026-05-13T07:49:18.000Z,0:01:01,shorts,https://www.youtube.com/shorts/REFvdPN1QA8,0
Feast at Barbeque Nation,Barbeque Nation,347,8,2024-09-04T20:04:40.000Z,0:00:19,shorts,https://www.youtube.com/shorts/35wvkIdu5qY,0
Four Flavours of Dakshin,Barbeque Nation,1282,14,2026-03-16T06:15:02.000Z,0:00:30,shorts,https://www.youtube.com/shorts/RlNqwGqYEoM,1
Shahi Zaika | Chef Yashita Aggarwal,Barbeque Nation,283,5,2026-04-08T06:08:14.000Z,0:01:00,shorts,https://www.youtube.com/shorts/L8huShy75SA,0
Hospitality training: 10/10. Responding to pspsps: 11/10💅  #barbequenation #food #hospitality,Barbeque Nation,3431,9,2026-04-23T07:04:03.000Z,0:00:09,shorts,https://www.youtube.com/shorts/iiaZe2eWFeY,0
Marabu Manam | Chef Selva Sunitha #barbequenation #chennai #srilankan #food,Barbeque Nation,232,2,2026-04-23T11:00:12.000Z,0:00:42,shorts,https://www.youtube.com/shorts/9CzrkTsEv08,0
"Milne Ki Bhookh, Acchi Bhookh Hai - Chicken Tikka(Hindi)",Barbeque Nation,10474411,19000,2026-03-11T13:28:56.000Z,0:00:30,shorts,https://www.youtube.com/shorts/mU4B7kvdjlw,28
Malabar & beyond | MasterChef Mohammed Ashiq #masterchefindia #coastalfood  #barbequenation,Barbeque Nation,276,4,2026-04-23T09:37:30.000Z,0:00:32,shorts,https://www.youtube.com/shorts/YBQbLbI8DD4,0
"Just delivering what ""best hospitality looks like""🔥😌 #food #barbequenation #hospitality",Barbeque Nation,2131,7,2026-04-23T06:53:21.000Z,0:00:12,shorts,https://www.youtube.com/shorts/FYEupflujeQ,2
"Milne Ki Bhookh, Acchi Bhookh Hai - Chicken Tikka(Telugu)",Barbeque Nation,334250,663,2026-03-11T13:22:04.000Z,0:00:30,shorts,https://www.youtube.com/shorts/ceNA-lZUDnI,0
The Southern Sangam | Food Pop Up | Chef Survana Vijay Bagul,Barbeque Nation,1122,20,2026-03-10T05:35:25.000Z,0:00:43,shorts,https://www.youtube.com/shorts/PAEBvcLFGbA,0
"Milne Ki Bhookh, Acchi Bhookh Hai - Chicken Tikka(Kannada)",Barbeque Nation,656856,1900,2026-03-11T13:13:17.000Z,0:00:30,shorts,https://www.youtube.com/shorts/HfZIidPWrp8,0
"Milne Ki Bhookh, Acchi Bhookh Hai - Kulfi (Tamil)",Barbeque Nation,884013,2300,2026-03-11T13:05:17.000Z,0:00:30,shorts,https://www.youtube.com/shorts/LJs1LZq_hlY,3
Chef Suvarna Vijay Bagul | The Southern Sangam Food PopUp,Barbeque Nation,1305,23,2026-03-07T07:30:29.000Z,0:00:48,shorts,https://www.youtube.com/shorts/T95qkJ_CACg,0
The Southern Sangam | Food Pop Up,Barbeque Nation,1743,14,2026-03-09T14:45:47.000Z,0:00:19,shorts,https://www.youtube.com/shorts/2THTYf4yJ6s,0
Konkan to Kolhapur | Maharashtrain Feast | Food Pop Up,Barbeque Nation,1400,14,2026-03-11T06:15:00.000Z,0:00:36,shorts,https://www.youtube.com/shorts/2PaJOUi2WQA,0
The only ritual you need....,Barbeque Nation,74,2,2026-02-25T06:15:04.000Z,0:00:10,shorts,https://www.youtube.com/shorts/lHkNb_hBKBU,0
Chef Survana Vijay Bagul | The Southern Sangam Food Popup,Barbeque Nation,1633,10,2026-03-07T07:30:23.000Z,0:00:30,shorts,https://www.youtube.com/shorts/lxVSJDTK_Tc,0
Dakshin Express.,Barbeque Nation,387,5,2026-02-16T05:56:57.000Z,0:00:50,shorts,https://www.youtube.com/shorts/1w1ITYeFg5k,0
The Dakshin Express,Barbeque Nation,2434,198,2026-02-18T06:00:25.000Z,0:00:54,shorts,https://www.youtube.com/shorts/_FjXA4DCVBw,3
Dakshin Express,Barbeque Nation,85,5,2026-02-23T06:00:12.000Z,0:00:38,shorts,https://www.youtube.com/shorts/BD8Tsk7HDUQ,0
NSO Bangalore,Barbeque Nation,161,0,2026-02-19T06:00:18.000Z,0:00:13,shorts,https://www.youtube.com/shorts/NSWlmC8QTMU,0
Riwaayat-e-Kashmir,Barbeque Nation,1145,18,2026-02-26T12:28:11.000Z,0:00:46,shorts,https://www.youtube.com/shorts/N7g9g2eV704,0
From Haat to Thaali,Barbeque Nation,247,3,2026-02-13T06:00:23.000Z,0:00:44,shorts,https://www.youtube.com/shorts/QYXmeygXt_g,0
Manurasa | Dr. Chef Saurabh Sharma #barbequenation #food #pune,Barbeque Nation,875,1,2026-06-29T11:03:42.000Z,0:00:45,shorts,https://www.youtube.com/shorts/cbZ8xDWR3MU,0
The Dakshin Express,Barbeque Nation,1784,49,2026-02-20T06:00:02.000Z,0:00:25,shorts,https://www.youtube.com/shorts/agiwJrUXVU0,1
The Dakshin Express,Barbeque Nation,19107,1700,2026-02-17T10:49:55.000Z,0:00:49,shorts,https://www.youtube.com/shorts/L44-9i4yH78,4
June Chef Pop Up | Barbeque Nation #barbequenation #food #lucknow #bangalore #chennai #pune,Barbeque Nation,630,6,2026-05-29T08:34:01.000Z,0:00:59,shorts,https://www.youtube.com/shorts/U6_E68Uyaz4,0
Ek shayari aisi bhi,Barbeque Nation,597,12,2026-02-24T06:00:12.000Z,0:00:35,shorts,https://www.youtube.com/shorts/EfslA0bLgxY,0
"Milne Ki Bhookh, Acchi Bhookh Hai - Grilled Prawns",Barbeque Nation,2721765,0,2026-01-21T10:18:01.000Z,0:00:06,video,https://www.youtube.com/watch?v=vp3GFfjkOSU,0
Barbequedishaan,Barbeque Nation,279,17,2021-12-26T13:21:29.000Z,0:02:51,video,https://www.youtube.com/watch?v=xl109J6RtDs,0
Barbequedishaan,Barbeque Nation,304,22,2021-12-26T13:20:11.000Z,0:02:25,video,https://www.youtube.com/watch?v=vJrOqGJZc7c,0
"Milne Ki Bhookh, Acchi Bhookh Hai - Chicken Tikka (Hindi)",Barbeque Nation,42337132,22,2026-03-11T12:30:17.000Z,0:00:30,video,https://www.youtube.com/watch?v=3G03ig48IeQ,2
Weekend Vibe with Barbeque Nation,Barbeque Nation,620,9,2024-12-28T07:38:50.000Z,0:00:06,shorts,https://www.youtube.com/shorts/d28QsSsc_ro,1
The Original Buffet Maker | Mother's Day Special with Barbeque Nation,Barbeque Nation,398155,126,2024-05-10T13:28:35.000Z,0:01:26,video,https://www.youtube.com/watch?v=6JtZDjMmdwA,4
Which one are you?,Barbeque Nation,2545,9,2025-03-31T19:33:16.000Z,0:00:07,shorts,https://www.youtube.com/shorts/ICqH6CKC37k,1
Nawabo ke shehar mein Bihar Kitchen ka swaad lekar aaye the! ✨#barbequenation #food #lucknow,Barbeque Nation,1565,12,2026-06-29T10:19:02.000Z,0:01:00,shorts,https://www.youtube.com/shorts/7FXCnlK6q_E,0
Barbequedishaan,Barbeque Nation,210,8,2021-12-29T03:45:55.000Z,0:01:16,video,https://www.youtube.com/watch?v=OMdOnWjdQUw,0
Section 2   Welcoming Guest Corrected,Barbeque Nation,628,22,2020-05-30T08:44:40.000Z,0:01:00,video,https://www.youtube.com/watch?v=jRc2cUNiUfc,2
Caribbean Paradise Food Festival,Barbeque Nation,548,14,2020-02-17T13:08:35.000Z,0:01:02,video,https://www.youtube.com/watch?v=NhZBgteUUUY,0
Section 4  Concept explanation and order taking,Barbeque Nation,497,7,2020-05-30T08:55:15.000Z,0:00:21,video,https://www.youtube.com/watch?v=J5EXSVmG1-Y,1
This means a lot. Thank You 😊,Barbeque Nation,233,9,2020-07-20T11:02:12.000Z,0:01:04,video,https://www.youtube.com/watch?v=vM5Mknl0qj8,0
Golgappa Girl and SugarSpiceNice enjoying the widest buffet at Barbeque Nation,Barbeque Nation,1043,36,2020-03-05T06:47:31.000Z,0:14:55,video,https://www.youtube.com/watch?v=NQdLaslH1to,4
Taste of India and widest buffet under one roof @Barbeque Nation,Barbeque Nation,571,6,2017-11-01T11:12:07.000Z,0:00:29,video,https://www.youtube.com/watch?v=Tb8xX9r739g,0
Love for Chicken Tikka,Barbeque Nation,154,2,2020-06-30T10:31:56.000Z,0:00:10,video,https://www.youtube.com/watch?v=lWrd6GIkMkw,0
Delicious Desserts @Barbeque Nation,Barbeque Nation,388,3,2019-11-25T06:58:55.000Z,0:00:21,video,https://www.youtube.com/watch?v=A956sYiFvvI,1
BHANSA – The Bihar Kitchen | Chef Rachnaa Prasad #barbequenation  #food  #lucknow,Barbeque Nation,1338,16,2026-06-29T09:49:35.000Z,0:00:54,shorts,https://www.youtube.com/shorts/QNpD_sCyeeE,0
Happy Friday,Barbeque Nation,391871,27,2022-07-14T09:04:58.000Z,0:00:26,video,https://www.youtube.com/watch?v=CJiLAYNAxBk,0
Barbeque Nation - Nagpur,Barbeque Nation,6024,11,2016-01-18T05:04:13.000Z,0:00:17,video,https://www.youtube.com/watch?v=FZqMA9CicOQ,1
Barbeque Nation - Ludhiana,Barbeque Nation,5694,19,2016-02-04T06:09:16.000Z,0:00:17,video,https://www.youtube.com/watch?v=8RHPcYDdHOM,1
Jett Set Go!,Barbeque Nation,61504,39,2018-09-05T11:36:21.000Z,0:00:57,video,https://www.youtube.com/watch?v=DP3IRxTKdF0,0
Different festivals but same destination @Barbeque Nation,Barbeque Nation,30396,30,2017-09-23T06:09:40.000Z,0:01:25,video,https://www.youtube.com/watch?v=h9XZsQWx2C8,2
Experience @Barbeque Nation,Barbeque Nation,1438,20,2024-11-20T15:10:19.000Z,0:00:32,shorts,https://www.youtube.com/shorts/YXWwt60o1L0,0
Mysore Barbeque Nation,Barbeque Nation,6705,6,2015-04-15T07:08:54.000Z,0:00:17,video,https://www.youtube.com/watch?v=XOFaQuBcgHM,0
Barbeque Nation - #1 buffet grill barbeque restaurant near you.,Barbeque Nation,6457,5,2019-08-08T09:20:59.000Z,0:00:25,video,https://www.youtube.com/watch?v=1tLvSBGSK4c,2
Bengal Food Festival,Barbeque Nation,1120,17,2024-11-20T15:04:21.000Z,0:00:27,shorts,https://www.youtube.com/shorts/pbwNJQzPGlU,1
Rajasthan Food Festival,Barbeque Nation,1072,8,2024-10-17T20:04:42.000Z,0:00:27,shorts,https://www.youtube.com/shorts/uNupQHzacqk,1
Shahi Zaika | Chef Yashita Aggarwal,Barbeque Nation,361,1,2026-04-08T06:09:51.000Z,0:00:34,shorts,https://www.youtube.com/shorts/jm9yY4dAHuU,0
Barbeque Nation - Mangalore,Barbeque Nation,1009,4,2015-08-10T11:12:31.000Z,0:00:15,video,https://www.youtube.com/watch?v=ZzDjNuS3KRQ,0
Barbequedishaan,Barbeque Nation,254,7,2021-12-30T05:13:02.000Z,0:01:06,video,https://www.youtube.com/watch?v=DHaQ_YPbtJw,0
Barbeque Nation special Mutton Seekh Kebab,Barbeque Nation,1380,5,2019-10-11T11:02:49.000Z,0:00:13,video,https://www.youtube.com/watch?v=6TbFO5Vrjqo,0
"Watch Whats Hot Bangalore Grilling, Chilling, and Thrilling at Barbeque-Di-Shaan | Barbeque Nation",Barbeque Nation,1578,23,2022-01-05T08:55:39.000Z,0:01:58,video,https://www.youtube.com/watch?v=GI_pgswmjy0,1
Section 13  Cutlery crockery and skewers sanatization,Barbeque Nation,354,9,2020-05-30T09:38:50.000Z,0:01:53,video,https://www.youtube.com/watch?v=ExnqdjCwMyY,0
BBQ Di Shaan Year End Food Festival at Barbeque Nation,Barbeque Nation,180891,55,2021-12-10T16:40:47.000Z,0:00:19,video,https://www.youtube.com/watch?v=PzEJuRrjQpY,3
Date night with a twist,Barbeque Nation,1090323,8,2022-12-11T14:13:12.000Z,0:00:20,video,https://www.youtube.com/watch?v=ngoKC_NPB3k,0
Blue Nation - Barbeque Nation,Barbeque Nation,184,2,2019-06-05T07:50:55.000Z,0:00:19,video,https://www.youtube.com/watch?v=P4NIbv9zlDw,0
Barbeque Nation Trivandrum Launch Video,Barbeque Nation,4007,18,2018-03-09T05:29:28.000Z,0:01:58,video,https://www.youtube.com/watch?v=9Ct9o2wXQKA,2
Year-End Party with Barbeque Nation,Barbeque Nation,331,3,2024-12-24T18:17:44.000Z,0:00:13,shorts,https://www.youtube.com/shorts/vAwBznehjIU,0
"""Ghar ki yaad nhi aayi tujhe, Jassi?"" #barbequenation #dhurandhar2 #gharkakhana #pune #marathi",Barbeque Nation,1628,16,2026-04-23T08:30:00.000Z,0:00:37,shorts,https://www.youtube.com/shorts/-M9HwRp5opQ,0
Barbeque Nation - Kalyan,Barbeque Nation,13307,48,2015-11-20T12:39:17.000Z,0:00:22,video,https://www.youtube.com/watch?v=2HqAe0Qvslw,3
Barbeque in a Box,Barbeque Nation,456,6,2021-10-01T12:37:19.000Z,0:00:08,shorts,https://www.youtube.com/shorts/vP7SWkAROrI,0
Barbeque Nation - Online ordering,Barbeque Nation,2207,27,2021-09-03T06:42:33.000Z,0:00:23,shorts,https://www.youtube.com/shorts/XuvQ-sGWFSM,0
Endless Delicacies and Endless Mazaa Awaits You | Barbeque-Di-Shaan | 15th Dec 2021 - 5th Jan 2022,Barbeque Nation,3691,57,2021-12-15T13:52:22.000Z,0:00:12,shorts,https://www.youtube.com/shorts/bVkzlhC5BnQ,0
Mango Tango Food Fest,Barbeque Nation,449,10,2024-06-14T13:25:45.000Z,0:00:33,shorts,https://www.youtube.com/shorts/u-AR41vD0sk,0
Watch Vishal Prajapati Ace The #BarbequeDiShaan Challenge | Share your version & win exciting prizes,Barbeque Nation,1894,47,2021-12-28T11:14:58.000Z,0:00:14,shorts,https://www.youtube.com/shorts/PjIeYAjR6oI,0
Dance and Win at The Biggest 2021 Barbeque Bash | Barbeque-Di-Shaan,Barbeque Nation,2802,105,2021-12-17T10:54:02.000Z,0:00:28,shorts,https://www.youtube.com/shorts/QCrBP0rVU0Y,0
Watch Shreya Chadda Groove To The #BarbequeDiShaan Challenge | Share yours & win exciting prizes,Barbeque Nation,3321,39,2021-12-29T12:51:55.000Z,0:00:15,shorts,https://www.youtube.com/shorts/MCvKbkZ3DSo,0
Watch Rohit Agrawal Sway To The Rhythm Of The #BarbequeDiShaan Song | Share your version now,Barbeque Nation,1288,22,2022-01-03T11:51:06.000Z,0:00:15,shorts,https://www.youtube.com/shorts/grAs1mA2StQ,0
Mango Mania,Barbeque Nation,143355,56,2022-06-15T05:23:29.000Z,0:00:35,shorts,https://www.youtube.com/shorts/SX82rZu0o7M,1
Watch Rohit Mavle Rock The #BarbequeDiShaan Challenge | Share yours now & win exciting prizes,Barbeque Nation,523,15,2021-12-28T11:15:03.000Z,0:00:16,shorts,https://www.youtube.com/shorts/3-dTdJ3zDuY,0
The Biggest BBQ Year End Party Coming Soon,Barbeque Nation,1794,34,2021-12-10T10:31:16.000Z,0:00:05,shorts,https://www.youtube.com/shorts/LC6iJq_fs34,0
There's nothing quite rewarding like a smile.,Barbeque Nation,476,4,2020-08-24T05:35:56.000Z,0:00:10,shorts,https://www.youtube.com/shorts/F7AQneWsXfo,0
Barbeque Nation :  Year-end surprise,Barbeque Nation,564,10,2020-12-17T05:08:37.000Z,0:00:26,shorts,https://www.youtube.com/shorts/d5ncbF_Atk0,0
grilling soon,Barbeque Nation,600,13,2021-08-31T11:35:15.000Z,0:00:11,shorts,https://www.youtube.com/shorts/JpKj-41Awww,0
A pat on our back is what keeps us going! This means a lot. Thank You 😊,Barbeque Nation,647,11,2020-09-02T07:01:41.000Z,0:00:44,shorts,https://www.youtube.com/shorts/JpUNMQklvxs,0
Barbeque Nation Monsoon Flavours,Barbeque Nation,632,11,2021-08-11T04:43:25.000Z,0:00:19,shorts,https://www.youtube.com/shorts/rLOSz5OR09I,0
FILMY BBQ BASH,Barbeque Nation,1355,31,2020-12-17T11:36:02.000Z,0:00:24,shorts,https://www.youtube.com/shorts/0tnXGU_5po4,0
A pat on our back is what keeps us going! This means a lot. Thank You 😊,Barbeque Nation,366,4,2020-08-21T07:30:32.000Z,0:00:59,shorts,https://www.youtube.com/shorts/z_P1uRPR-M0,0
Barbeque In Box,Barbeque Nation,949,10,2020-08-20T08:35:08.000Z,0:00:28,shorts,https://www.youtube.com/shorts/lp3mWGr_NKo,0
Seafood Festival,Barbeque Nation,757,10,2021-02-05T06:02:49.000Z,0:00:10,shorts,https://www.youtube.com/shorts/13EctPPlcgM,0
Barbeque Nation wishes you a very happy & prosperous Diwali,Barbeque Nation,366,10,2020-11-16T12:21:04.000Z,0:00:15,shorts,https://www.youtube.com/shorts/Ju2DXNCWqaU,0
Happy Monday Tuesday,Barbeque Nation,466,8,2020-11-03T06:45:13.000Z,0:00:11,shorts,https://www.youtube.com/shorts/LySYUTdl5aw,0
We have something for every taste bud.,Barbeque Nation,449,9,2021-01-11T06:11:34.000Z,0:00:10,shorts,https://www.youtube.com/shorts/iy0_-fs9yAI,1
Everyone wants it!!,Barbeque Nation,573,29,2021-08-10T05:51:52.000Z,0:00:11,shorts,https://www.youtube.com/shorts/Y3qRbFfc6gA,2
This means a lot. Thank You 😊,Barbeque Nation,373,11,2020-11-18T06:36:25.000Z,0:00:56,shorts,https://www.youtube.com/shorts/tVs7IVue4jE,0
A pat on our back is what keeps us going! 😊,Barbeque Nation,253,9,2020-08-04T08:16:16.000Z,0:00:58,shorts,https://www.youtube.com/shorts/d5BgISG8KxE,0
Grill Gobble,Barbeque Nation,131,3,2020-06-29T13:18:49.000Z,0:00:14,shorts,https://www.youtube.com/shorts/5Xkn1AwXRIE,0
SPICY !! CRISPY !! JUICY !!,Barbeque Nation,179,5,2020-08-07T06:33:57.000Z,0:00:12,shorts,https://www.youtube.com/shorts/hKJau0YLxzs,0
"India's largest local restaurant brand, Built on customer’s vocal support",Barbeque Nation,107,1,2020-07-24T12:32:25.000Z,0:00:14,shorts,https://www.youtube.com/shorts/_LCNgnnCNq8,0
Moods @barbequenation,Barbeque Nation,181,1,2020-07-14T05:05:42.000Z,0:00:11,shorts,https://www.youtube.com/shorts/YvoqhJYCJs4,0
Happy Raksha Bandhan,Barbeque Nation,127,2,2020-08-03T07:36:21.000Z,0:00:10,shorts,https://www.youtube.com/shorts/-IOdnMUxAa8,0
Surprise your friends and family with the happiness card..!!,Barbeque Nation,6639,57,2020-08-10T06:44:06.000Z,0:00:04,shorts,https://www.youtube.com/shorts/LQFpEOjyQoE,0
India's largest local restaurant brand,Barbeque Nation,157,3,2020-08-06T06:40:31.000Z,0:00:10,shorts,https://www.youtube.com/shorts/5Q7Ll3ZH14M,0
Agree?? Tag a friend who thinks the same as you.,Barbeque Nation,93,2,2020-07-30T06:26:20.000Z,0:00:15,shorts,https://www.youtube.com/shorts/CZZvGcafVE4,1
WE ARE COMPANIONS !!!,Barbeque Nation,187,7,2020-08-06T07:16:25.000Z,0:00:05,shorts,https://www.youtube.com/shorts/wYjGOYZ86s8,0
Experience the new way to dineout.,Barbeque Nation,126,0,2020-07-20T10:54:12.000Z,0:00:14,shorts,https://www.youtube.com/shorts/VSaH0ofn3P0,0
We wonder what's cooking?,Barbeque Nation,137,6,2019-12-10T09:54:00.000Z,0:00:08,shorts,https://www.youtube.com/shorts/QGyZE5SrW70,0
Unlimited grills @Barbeque Nation,Barbeque Nation,295,6,2019-12-03T10:49:43.000Z,0:00:15,shorts,https://www.youtube.com/shorts/wxnNksZDjJg,0
Barbeque Nation Wishes You a Happy New Year,Barbeque Nation,245,7,2020-01-02T10:34:22.000Z,0:00:12,shorts,https://www.youtube.com/shorts/ObgvvC485CA,0
Barbeque Nation  #NoCompromiseDining,Barbeque Nation,457,10,2020-06-09T08:04:52.000Z,0:00:10,shorts,https://www.youtube.com/shorts/87TGOA0DVBE,3
BBQ Nation brings to you Smile Club,Barbeque Nation,779,12,2020-01-23T09:13:08.000Z,0:00:08,shorts,https://www.youtube.com/shorts/HhCMUIDYUHs,0
Unplug your kitchen,Barbeque Nation,97,2,2019-11-22T06:09:38.000Z,0:00:16,shorts,https://www.youtube.com/shorts/iTYBmldZk0c,1
Weekend plans at Barbeque Nation,Barbeque Nation,537,12,2024-08-24T13:15:47.000Z,0:00:20,shorts,https://www.youtube.com/shorts/g9dmiSvviDw,0
Mango Tango Fest,Barbeque Nation,379,3,2024-06-25T12:10:08.000Z,0:00:21,shorts,https://www.youtube.com/shorts/dAqQw3zB_Mw,0
What's your Pick?,Barbeque Nation,96,1,2019-10-23T11:37:09.000Z,0:00:04,shorts,https://www.youtube.com/shorts/mFtgWq7Mv_w,1
Coming soon-Kothapet,Barbeque Nation,4626,35,2019-10-11T11:22:36.000Z,0:00:12,shorts,https://www.youtube.com/shorts/vfFUY61kiNI,1
Happy Children's Day.,Barbeque Nation,185,3,2019-11-14T06:07:29.000Z,0:00:11,shorts,https://www.youtube.com/shorts/VsRyZv6IU_U,0
Beat the hunger at Barbeque Nation.,Barbeque Nation,162,0,2019-10-23T11:00:03.000Z,0:00:08,shorts,https://www.youtube.com/shorts/jJStbFqGsaQ,0
