record_id,city_name,branch_id,branch_name,package_name,price,min_pax,max_pax,applicable_days,slot_timings,full_address,terms_summary,scraped_at
71,Bangalore,12,Indiranagar,Friendship Deal(4@3149),₹3149,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:00 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹787 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
72,Bangalore,12,Indiranagar,Friendship Deal(4@3249),₹3249,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹812 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
73,Bangalore,12,Indiranagar,Friendship Deal(4@3299),₹3299,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹825 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
74,Bangalore,12,Indiranagar,Friendship Deal(4@3329),₹3329,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹832 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
75,Bangalore,12,Indiranagar,Friendship Deal(4@3349),₹3349,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹837 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
76,Bangalore,12,Indiranagar,Friendship Deal(4@3449),₹3449,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:00 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹862 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
77,Bangalore,12,Indiranagar,Friendship Deal(4@3499),₹3499,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹875 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
78,Bangalore,12,Indiranagar,Friendship Deal(4@3529),₹3529,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹882 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
79,Bangalore,12,Indiranagar,Friendship Deal(4@3699),₹3699,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:30 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹925 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
80,Bangalore,12,Indiranagar,Friendship Deal(4@3549),₹3549,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹per 887 person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
81,Bangalore,12,Indiranagar,Friendship Deal(4@3629),₹3629,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹907 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
82,Bangalore,12,Indiranagar,Friendship Deal(4@3649),₹3649,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹912 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
83,Bangalore,12,Indiranagar,Friendship Deal(4@3749),₹3749,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹937 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
84,Bangalore,12,Indiranagar,Friendship Deal(4@3829),₹3829,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹957 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
85,Bangalore,12,Indiranagar,Friendship Deal(4@3849),₹3849,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹962 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
86,Bangalore,12,Indiranagar,Friendship Deal(4@3899),₹3899,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹975 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
87,Bangalore,12,Indiranagar,Friendship Deal(4@4299),₹4299,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹1075 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
88,Bangalore,12,Indiranagar,Friendship Deal(4@4399),₹4399,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹1100 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
89,Bangalore,12,Indiranagar,Friendship Deal(4@4499),₹4499,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹1125 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
90,Bangalore,12,Indiranagar,Friendship Deal(4@4599),₹4599,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹1150 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
91,Bangalore,12,Indiranagar,Friendship Deal(4@4699),₹4699,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹1175 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
92,Bangalore,12,Indiranagar,Friendship Deal(4@2349),₹2349,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹587 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
93,Bangalore,12,Indiranagar,Friendship Deal(4@2429),₹2429,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"No.4005, HAL 2nd stage, 100 feet road, Indiranagar, Bengaluru- 560038",Group offer for 4 or more • ₹607 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
94,Bangalore,14,Koramangala 1st Block,Fab 5@2026,₹2026,5,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 10:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Fantastic 5 @ 2026 – Save big when you dine with a group of 5! (Applicable only with The Big Buffet). This is the ultimate choice for a tasty and fulfilling break. Grab your seat and dive into a feast you’ll love – today! Enjoy juicy savory bites and sweet desserts all served with deliciousness. Thi,2026-07-30T07:42:16.964Z
95,Bangalore,14,Koramangala 1st Block,Super 6 @666,₹666,6,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India","Make everyday sizzle with our special Sizzling 6@666 offer! Come with your group of 6 persons, and enjoy a mouthwatering all-you-can-eat buffet featuring 60+ live grills, unlimited starters, hearty mains, and delectable desserts — all for just ₹666 per person. Catch this limited-time deal now!",2026-07-30T07:42:16.964Z
96,Bangalore,14,Koramangala 1st Block,Sizzling 7 @777,₹777,7,150000000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 7 or more • ₹777 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
97,Bangalore,14,Koramangala 1st Block,Soft Beverages @ ₹49 Each,₹49,2,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India","Double the refreshment, less than half the price! Save ₹201 on every pair of mocktails.",2026-07-30T07:42:16.964Z
98,Bangalore,14,Koramangala 1st Block,Sizzling 8 @888,₹888,8,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 8 or more • ₹888 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
99,Bangalore,14,Koramangala 1st Block,Sizzling 6 @999,₹999,6,10000000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 10:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 6 or more • ₹999 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
100,Bangalore,14,Koramangala 1st Block,Student (10-21 yrs),Dynamic/Standard Rate,1,150,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Students (10–21 years) Student discount available only on showing a valid student ID card.. Applicable for veg / non-veg. Cannot be clubbed with any other offer.,2026-07-30T07:42:16.964Z
101,Bangalore,14,Koramangala 1st Block,Fantastic 4@1699,₹1699,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Fantastic 4 @ 1699 – Save big when you dine with a group of 4! (Applicable only with The Big Buffet). This is the ultimate choice for a tasty and fulfilling break. Grab your seat and dive into a feast you’ll love – today! Enjoy juicy savory bites and sweet desserts all served with deliciousness. Thi,2026-07-30T07:42:16.964Z
102,Bangalore,14,Koramangala 1st Block,Fab 5 @2266,₹2266,1,100000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:39 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Save big when you dine with a group of 5 @ Rs. 2266! (Applicable only with The Big Buffet Special Menu of 30+ Dishes). This is the ultimate choice for a tasty and fulfilling break. Grab your seat and dive into a feast you’ll love – today! Enjoy juicy savory bites and sweet desserts all served with d,2026-07-30T07:42:16.964Z
103,Bangalore,14,Koramangala 1st Block,Prime Time Deal,Dynamic/Standard Rate,1,1000000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",06:00 PM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
104,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3399),₹3399,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
105,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2799),₹2799,4,1000000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
106,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3799),₹3799,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
107,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2399),₹2399,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
108,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3099),₹3099,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
109,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2599),₹2599,4,100000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
110,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3599),₹3599,4,100000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
111,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2999),₹2999,4,100000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
112,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3999),₹3999,4,100000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
113,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@3199),₹3199,4,100000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:58 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
114,Bangalore,14,Koramangala 1st Block,Mother's day(4@4199),₹4199,3,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:45 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
115,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@4399),₹4399,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:30 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
116,Bangalore,14,Koramangala 1st Block,Mother's day(4@2499),₹2499,5,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 5 • ₹500 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
117,Bangalore,14,Koramangala 1st Block,Fantastic 4@1899,₹1899,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹475 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
118,Bangalore,14,Koramangala 1st Block,Fantastic 4@1599,₹1599,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹400 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
119,Bangalore,14,Koramangala 1st Block,Fantastic 4@1799,₹1799,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹450 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
120,Bangalore,14,Koramangala 1st Block,Fantastic 4@1999,₹1999,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹500 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
121,Bangalore,14,Koramangala 1st Block,Fantastic 4@2159,₹2159,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:30 AM - 11:55 AM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹539 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
122,Bangalore,14,Koramangala 1st Block,Fantastic 4@1749,₹1749,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹437 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
123,Bangalore,14,Koramangala 1st Block,₹50 Off Per Person,₹50,1,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Top Deal of the Day — Save ₹50 Per Person & Enjoy Unlimited Buffet.,2026-07-30T07:42:16.964Z
124,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@2499),₹2499,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
125,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@2399),₹2399,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
126,Bangalore,14,Koramangala 1st Block,Friendship Deal(4@2499),₹2499,3,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
127,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@2599),₹2599,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
128,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@2799),₹2799,3,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 or more • ₹700 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
129,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@2999),₹2999,4,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
130,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@3099),₹3099,3,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
131,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@3199),₹3199,4,999,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
132,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@3399),₹3399,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
133,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@3599),₹3599,4,10000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
134,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@3799),₹3799,3,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
135,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@3999),₹3999,3,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
136,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@4099),₹4099,3,1000,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
137,Bangalore,14,Koramangala 1st Block,Hottest Deal(4@4199),₹4199,4,999,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Limited Period Offer. Pre-book now to unlock this exclusive deal!,2026-07-30T07:42:16.964Z
138,Bangalore,14,Koramangala 1st Block,₹100 Off Per Person,₹100,7,200,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Top Deal of the Day — Save ₹100 Per Person & Enjoy Unlimited Buffet.,2026-07-30T07:42:16.964Z
139,Bangalore,14,Koramangala 1st Block,Fantastic 4@1606,₹1606,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM - 11:00 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹402 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
140,Bangalore,14,Koramangala 1st Block,Fantastic 4@1629,₹1629,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹407 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
141,Bangalore,14,Koramangala 1st Block,Fantastic 4@1659,₹1659,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹415 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
142,Bangalore,14,Koramangala 1st Block,Fantastic 4@1719,₹1719,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹430per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
143,Bangalore,14,Koramangala 1st Block,Fantastic 4@1789,₹1789,4,100,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM - 11:59 PM,"1st Cross Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",Group offer for 4 • ₹447 per person • Includes veg & non-veg buffet,2026-07-30T07:42:16.964Z
