topLevelReelUrl,shareable_url,time,playCountRounded,play_count_reduced,track_title,play_count_numeric,year,month,weekday,hour,reel_id
https://facebook.com/reel/1277605654526795/,https://www.facebook.com/reel/1277605654526795,2026-05-15 13:30:40+00:00,13000,13K,Barbeque Nation · Original audio,13000.0,2026,May,Friday,13,1277605654526795
https://facebook.com/reel/1295328515508836/,https://www.facebook.com/reel/1295328515508836,2026-05-15 09:47:33+00:00,13000,13K,Barbeque Nation · Original audio,13000.0,2026,May,Friday,9,1295328515508836
https://facebook.com/reel/1681388099977474/,https://www.facebook.com/reel/1681388099977474,2026-05-15 09:42:14+00:00,12000,12K,Barbeque Nation · Original audio,12000.0,2026,May,Friday,9,1681388099977474
https://facebook.com/reel/1519671119821879/,https://www.facebook.com/reel/1519671119821879,2026-05-13 08:09:18+00:00,8700,8.7K,Barbeque Nation · Original audio,8700.0,2026,May,Wednesday,8,1519671119821879
https://facebook.com/reel/2396904104127890/,https://www.facebook.com/reel/2396904104127890,2026-05-13 05:03:11+00:00,17000,17K,Barbeque Nation · Original audio,17000.0,2026,May,Wednesday,5,2396904104127890
https://facebook.com/reel/1339305368114902/,https://www.facebook.com/reel/1339305368114902,2026-05-09 14:35:30+00:00,10000,10K,Barbeque Nation · Original audio,10000.0,2026,May,Saturday,14,1339305368114902
https://facebook.com/reel/964317346354528/,https://www.facebook.com/reel/964317346354528,2026-05-09 10:52:58+00:00,11000,11K,Barbeque Nation · Original audio,11000.0,2026,May,Saturday,10,964317346354528
https://facebook.com/reel/954146513927760/,https://www.facebook.com/reel/954146513927760,2026-05-07 05:34:16+00:00,7500,7.5K,Barbeque Nation · Original audio,7500.0,2026,May,Thursday,5,954146513927760
https://facebook.com/reel/1285942467024198/,https://www.facebook.com/reel/1285942467024198,2026-05-06 13:19:11+00:00,7800,7.8K,Barbeque Nation · Original audio,7800.0,2026,May,Wednesday,13,1285942467024198
https://facebook.com/reel/2424148744741071/,https://www.facebook.com/reel/2424148744741071,2026-05-04 07:28:43+00:00,7800,7.8K,Barbeque Nation · Original audio,7800.0,2026,May,Monday,7,2424148744741071
https://facebook.com/reel/1945315426092785/,https://www.facebook.com/reel/1945315426092785,2026-05-01 12:33:47+00:00,8800,8.8K,Barbeque Nation · Original audio,8800.0,2026,May,Friday,12,1945315426092785
https://facebook.com/reel/2270173056848985/,https://www.facebook.com/reel/2270173056848985,2026-04-30 16:46:14+00:00,8900,8.9K,Barbeque Nation · Original audio,8900.0,2026,April,Thursday,16,2270173056848985
